Pond_Label,Temp,TDS,pH,images
pond_01,29.3,145,9.6,pond_123
pond_01,29.3,145,9.6,pond_124
pond_01,28.7,146,8.96,pond_125
pond_01,28.7,146,8.96,pond_126
pond_01,29.3,146,9.39,pond_127
pond_01,28.7,146,8.96,pond_128
pond_01,28.7,146,8.96,pond_129
pond_01,28.7,146,8.96,pond_130
pond_01,29.3,146,9.39,pond_131
pond_01,29.3,146,9.39,pond_132
pond_01,28.7,146,8.96,pond_133
pond_01,28.7,146,8.96,pond_134
pond_01,28.7,146,8.96,pond_135
pond_01,29.3,145,9.6,pond_136
pond_01,29.3,145,9.6,pond_137
pond_01,29.3,145,9.6,pond_138
pond_01,29.3,145,9.6,pond_139
pond_01,29.3,145,9.6,pond_140
pond_01,33,148,9.18,pond_141
pond_01,33,148,9.18,pond_142
pond_01,29.3,146,9.39,pond_143
pond_01,28.7,146,8.96,pond_144
pond_01,28.7,146,8.96,pond_145
pond_01,29.3,145,9.6,pond_146
pond_01,29.3,145,9.6,pond_147
pond_01,29.3,146,9.39,pond_148
pond_01,29.3,145,9.6,pond_149
pond_01,29.3,146,9.39,pond_150
pond_01,33,148,9.18,pond_151
pond_01,33,148,9.18,pond_152
pond_01,29.3,146,9.39,pond_153
pond_01,29.3,146,9.39,pond_154
pond_01,33,148,9.18,pond_155
pond_01,29,148,9.18,pond_156
pond_01,33,148,9.18,pond_157
pond_01,33,148,9.18,pond_158
pond_01,29,148,9.18,pond_159
pond_01,33,148,9.18,pond_160
pond_01,33,148,9.18,pond_161
pond_01,33,148,9.18,pond_162
pond_01,33,148,9.18,pond_163
pond_01,33,148,9.18,pond_164
pond_01,29.3,146,9.39,pond_165
pond_01,29,148,9.18,pond_166
pond_01,29,148,9.18,pond_167
pond_01,33,148,9.18,pond_168
pond_01,33,148,9.18,pond_169
pond_01,33,148,9.18,pond_170
pond_01,28.7,146,8.96,pond_171
pond_01,33,148,9.18,pond_172
pond_01,29,148,9.18,pond_173
pond_01,29.3,146,9.39,pond_174
pond_01,29.3,145,9.6,pond_175
pond_01,33,148,9.18,pond_176
pond_01,28.7,146,8.96,pond_177
pond_01,29.3,146,9.39,pond_178
pond_01,29,148,9.18,pond_179
pond_01,29,148,9.18,pond_180
pond_01,28.7,146,8.96,pond_181
pond_01,29.3,145,9.6,pond_182
pond_01,33,148,9.18,pond_183
pond_01,28.7,146,8.96,pond_184
pond_01,29.3,145,9.6,pond_185
pond_01,29,148,9.18,pond_186
pond_01,29.3,146,9.39,pond_187
pond_01,29.3,146,9.39,pond_188
pond_01,28.7,146,8.96,pond_189
pond_01,28.7,146,8.96,pond_190
pond_01,28.7,146,8.96,pond_191
pond_01,29.3,145,9.6,pond_192
pond_01,29.3,145,9.6,pond_193
pond_01,29.3,145,9.6,pond_194
pond_01,33,148,9.18,pond_195
pond_01,33,148,9.18,pond_196
pond_01,29.3,146,9.39,pond_197
pond_01,29,148,9.18,pond_198
pond_01,33,148,9.18,pond_199
pond_01,28.7,146,8.96,pond_200
pond_02,26.9,146,8.12,pond_201
pond_02,26.9,146,8.12,pond_202
pond_02,26.9,146,8.12,pond_203
pond_02,26.9,148,8.23,pond_204
pond_02,26.9,146,8.12,pond_205
pond_02,26.9,146,8.12,pond_206
pond_02,26.9,146,8.12,pond_207
pond_02,26.9,146,8.12,pond_208
pond_02,26.9,148,8.23,pond_209
pond_02,26.9,146,8.12,pond_210
pond_03,28.2,145,8.65,pond_211
pond_03,28.3,146,8.86,pond_212
pond_03,28.2,145,8.65,pond_213
pond_03,28.2,145,8.65,pond_214
pond_03,28.2,145,8.65,pond_215
pond_03,28.2,145,8.65,pond_216
pond_03,28.3,146,8.86,pond_217
pond_03,28.3,146,8.86,pond_218
pond_03,28.2,145,8.65,pond_219
pond_03,28.2,145,8.65,pond_220
pond_04,30,219,8.65,pond_221
pond_04,30,219,8.65,pond_222
pond_04,30.5,220,8.96,pond_223
pond_04,30.5,220,8.96,pond_224
pond_04,30.2,219,8.86,pond_225
pond_04,30.1,218,8.75,pond_226
pond_04,30,219,8.65,pond_227
pond_04,30,219,8.65,pond_228
pond_04,30,219,8.65,pond_229
pond_04,30,219,8.65,pond_230
pond_04,30.5,220,8.96,pond_231
pond_04,30.5,220,8.96,pond_232
pond_04,30.2,219,8.86,pond_233
pond_04,30.1,218,8.75,pond_234
pond_04,30,219,8.65,pond_235
pond_04,30,219,8.65,pond_236
pond_04,30,219,8.65,pond_237
pond_04,30,219,8.65,pond_238
pond_04,30.5,220,8.96,pond_239
pond_04,30.5,220,8.96,pond_240
pond_04,30,219,8.65,pond_241
pond_04,30,219,8.65,pond_242
pond_04,30.2,219,8.86,pond_243
pond_04,30.5,220,8.96,pond_244
pond_04,30.5,220,8.96,pond_245
pond_04,30.5,220,8.96,pond_246
pond_04,30,219,8.65,pond_247
pond_04,30,219,8.65,pond_248
pond_04,30,219,8.65,pond_249
pond_04,30.2,219,8.86,pond_250
pond_04,30.5,220,8.96,pond_251
pond_04,30.2,219,8.86,pond_252
pond_04,30.1,218,8.75,pond_253
pond_04,30.2,219,8.86,pond_254
pond_04,30,219,8.65,pond_255
pond_04,30,219,8.65,pond_256
pond_04,30.5,220,8.96,pond_257
pond_04,30.5,220,8.96,pond_258
pond_04,30.1,218,8.75,pond_259
pond_04,30,219,8.65,pond_260
pond_04,30.5,220,8.96,pond_261
pond_04,30,219,8.65,pond_262
pond_04,30.5,220,8.96,pond_263
pond_04,30.1,218,8.75,pond_264
pond_04,30.1,218,8.75,pond_265
pond_04,30.1,218,8.75,pond_266
pond_04,30.2,219,8.86,pond_267
pond_04,30.1,218,8.75,pond_268
pond_04,30.5,220,8.96,pond_269
pond_04,30.1,218,8.75,pond_270
pond_04,30.5,220,8.96,pond_271
pond_04,30.1,218,8.75,pond_272
pond_04,30.1,218,8.75,pond_273
pond_04,30,219,8.65,pond_274
pond_04,30,219,8.65,pond_275
pond_04,30.5,220,8.96,pond_276
pond_04,30.1,218,8.75,pond_277
pond_04,30.5,220,8.96,pond_278
pond_04,30.1,218,8.75,pond_279
pond_04,30.1,218,8.75,pond_280
pond_04,30,219,8.65,pond_281
pond_04,30.1,218,8.75,pond_282
pond_04,30.2,219,8.86,pond_283
pond_04,30.5,220,8.96,pond_284
pond_04,30.5,220,8.96,pond_285
pond_04,30,219,8.65,pond_286
pond_04,30,219,8.65,pond_287
pond_04,30.2,219,8.86,pond_288
pond_04,30.1,218,8.75,pond_289
pond_04,30,219,8.65,pond_290
pond_04,30.2,219,8.86,pond_291
pond_04,30,219,8.65,pond_292
pond_04,30.2,219,8.86,pond_293
pond_04,30.5,220,8.96,pond_294
pond_04,30.5,220,8.96,pond_295
pond_04,30.5,220,8.96,pond_296
pond_04,30,219,8.65,pond_297
pond_04,30,219,8.65,pond_298
pond_04,30,219,8.65,pond_299
pond_04,30,219,8.65,pond_300
pond_04,30.1,218,8.75,pond_301
pond_04,30,219,8.65,pond_302
pond_04,30,219,8.65,pond_303
pond_04,30.2,219,8.86,pond_304
pond_04,30,219,8.65,pond_305
pond_04,30.5,220,8.96,pond_306
pond_04,30.5,220,8.96,pond_307
pond_04,30.5,220,8.96,pond_308
pond_04,30.5,220,8.96,pond_309
pond_04,30.5,220,8.96,pond_310
pond_04,30.1,218,8.75,pond_311
pond_04,30,219,8.65,pond_312
pond_04,30,219,8.65,pond_313
pond_04,30,219,8.65,pond_314
pond_04,30.2,219,8.86,pond_315
pond_04,30.5,220,8.96,pond_316
pond_04,30.5,220,8.96,pond_317
pond_04,30,219,8.65,pond_318
pond_04,30,219,8.65,pond_319
pond_04,30,219,8.65,pond_320
pond_05,27,268,9.36,pond_321
pond_05,27,268,9.36,pond_322
pond_05,27,268,9.36,pond_323
pond_05,27,268,9.36,pond_324
pond_05,27,268,9.36,pond_325
pond_05,27,268,9.36,pond_326
pond_05,27,268,9.36,pond_327
pond_05,27,268,9.36,pond_328
pond_05,27,268,9.36,pond_329
pond_05,27,268,9.36,pond_330
pond_05,27,268,9.36,pond_331
pond_05,27,268,9.36,pond_332
pond_05,27,268,9.36,pond_333
pond_05,27,268,9.36,pond_334
pond_05,31.2,288,9.18,pond_335
pond_05,31.2,288,9.18,pond_336
pond_05,31.2,288,9.18,pond_337
pond_05,31.2,288,9.18,pond_338
pond_05,31.2,288,9.18,pond_339
pond_05,31.2,288,9.18,pond_340
pond_05,31.2,288,9.18,pond_341
pond_05,31.2,288,9.18,pond_342
pond_05,31.2,288,9.18,pond_343
pond_05,31.2,288,9.18,pond_344
pond_05,31.2,288,9.18,pond_345
pond_05,31.2,288,9.18,pond_346
pond_05,31.2,288,9.18,pond_347
pond_05,31.2,288,9.18,pond_348
pond_05,31.2,288,9.18,pond_349
pond_05,31.2,288,9.18,pond_350
pond_05,31.2,288,9.18,pond_351
pond_05,31.2,288,9.18,pond_352
pond_05,29,288,9.18,pond_353
pond_05,29,288,9.18,pond_354
pond_05,29,288,9.18,pond_355
pond_05,29,288,9.18,pond_356
pond_05,29,288,9.18,pond_357
pond_05,29,288,9.18,pond_358
pond_05,29,288,9.18,pond_359
pond_05,29,288,9.18,pond_360
pond_05,29,288,9.18,pond_361
pond_05,29,290,9.08,pond_362
pond_05,29,290,9.08,pond_363
pond_05,29,290,9.08,pond_364
pond_05,29,290,9.08,pond_365
pond_05,29,290,9.08,pond_366
pond_05,29,290,9.08,pond_367
pond_05,29,290,9.08,pond_368
pond_05,29,290,9.08,pond_369
pond_05,29,290,9.08,pond_370
pond_05,29,290,9.08,pond_371
pond_05,29,290,9.08,pond_372
pond_05,29,290,9.08,pond_373
pond_05,29,290,9.08,pond_374
pond_05,29,290,9.08,pond_375
pond_05,29,290,9.08,pond_376
pond_05,29,290,9.08,pond_377
pond_05,29,290,9.08,pond_378
pond_05,29,290,9.08,pond_379
pond_05,28.6,291,9.08,pond_380
pond_05,28.6,291,9.08,pond_381
pond_05,28.6,291,9.08,pond_382
pond_05,28.6,291,9.08,pond_383
pond_05,28.6,291,9.08,pond_384
pond_05,28.6,291,9.08,pond_385
pond_05,28.6,291,9.08,pond_386
pond_05,28.6,291,9.08,pond_387
pond_05,28.6,291,9.08,pond_388
pond_05,28.6,291,9.08,pond_389
pond_05,28.6,291,9.08,pond_390
pond_05,28.6,291,9.08,pond_391
pond_05,28.6,291,9.08,pond_392
pond_05,28.6,291,9.08,pond_393
pond_05,28.6,291,9.08,pond_394
pond_05,30,276,9.18,pond_395
pond_05,30,276,9.18,pond_396
pond_05,30,276,9.18,pond_397
pond_05,30,276,9.18,pond_398
pond_05,30,276,9.18,pond_399
pond_05,30,276,9.18,pond_400
pond_05,30,276,9.18,pond_401
pond_05,30,276,9.18,pond_402
pond_05,30,276,9.18,pond_403
pond_05,30,276,9.18,pond_404
pond_05,30,276,9.18,pond_405
pond_05,30,276,9.18,pond_406
pond_05,30,276,9.18,pond_407
pond_05,30,276,9.18,pond_408
pond_05,30,276,9.18,pond_409
pond_05,30,276,9.18,pond_410
pond_05,30,276,9.18,pond_411
pond_05,29.5,286,9.18,pond_412
pond_05,29.5,286,9.18,pond_413
pond_05,29.5,286,9.18,pond_414
pond_05,29.5,286,9.18,pond_415
pond_05,29.5,286,9.18,pond_416
pond_05,29.5,286,9.18,pond_417
pond_05,29.5,286,9.18,pond_418
pond_05,29.5,286,9.18,pond_419
pond_05,29.5,286,9.18,pond_420
pond_05,29.5,286,9.18,pond_421
pond_05,29.5,286,9.18,pond_422
pond_05,29.5,286,9.18,pond_423
pond_05,29.5,286,9.18,pond_424
pond_05,29.5,286,9.18,pond_425
pond_05,29.5,286,9.18,pond_426
pond_06,33.5,295,9.36,pond_427
pond_06,33.5,295,9.36,pond_428
pond_06,33.5,295,9.36,pond_429
pond_06,33.5,295,9.36,pond_430
pond_06,31,296,9.18,pond_431
pond_06,31,296,9.18,pond_432
pond_06,31,296,9.18,pond_433
pond_06,31,296,9.18,pond_434
pond_06,31,296,9.18,pond_435
pond_06,31,296,9.18,pond_436
pond_06,31,296,9.18,pond_437
pond_06,31,296,9.18,pond_438
pond_06,30.5,295,9.18,pond_439
pond_06,30.5,295,9.18,pond_440
pond_06,30.5,295,9.18,pond_441
pond_06,30.5,295,9.18,pond_442
pond_06,30.5,295,9.18,pond_443
pond_06,30.5,295,9.18,pond_444
pond_06,30.5,295,9.18,pond_445
pond_06,30.5,295,9.18,pond_446
pond_06,30.5,295,9.18,pond_447
pond_06,30.5,295,9.18,pond_448
pond_06,30.5,295,9.18,pond_449
pond_06,30.5,295,9.18,pond_450
pond_06,30.5,295,9.18,pond_451
pond_06,30.5,295,9.18,pond_452
pond_06,30.5,295,9.18,pond_453
pond_06,30.5,295,9.18,pond_454
pond_06,29.6,201,9.36,pond_455
pond_06,29.6,201,9.36,pond_456
pond_06,29.6,201,9.36,pond_457
pond_06,29.6,201,9.36,pond_458
pond_06,29.6,201,9.36,pond_459
pond_06,29.6,201,9.36,pond_460
pond_06,29.6,201,9.36,pond_461
pond_06,29.6,201,9.36,pond_462
pond_06,29.6,201,9.36,pond_463
pond_06,29.6,201,9.36,pond_464
pond_06,29.6,201,9.36,pond_465
pond_06,29.6,201,9.36,pond_466
pond_06,29.6,201,9.36,pond_467
pond_06,29.6,201,9.36,pond_468
pond_06,29.3,296,9.36,pond_469
pond_06,29.3,296,9.36,pond_470
pond_06,29.3,296,9.36,pond_471
pond_06,29.3,296,9.36,pond_472
pond_06,29.3,296,9.36,pond_473
pond_06,29.3,296,9.36,pond_474
pond_06,28,295,9.18,pond_475
pond_06,28,295,9.18,pond_476
pond_06,28,295,9.18,pond_477
pond_06,28,295,9.18,pond_478
pond_07,28.5,294,9.18,pond_479
pond_07,28.5,294,9.18,pond_480
pond_07,28.5,294,9.18,pond_481
pond_07,28.5,294,9.18,pond_482
pond_07,28.5,294,9.18,pond_483
pond_07,28.5,294,9.18,pond_484
pond_07,28.5,294,9.18,pond_485
pond_07,28.5,294,9.18,pond_486
pond_07,28.5,294,9.18,pond_487
pond_07,28.5,294,9.18,pond_488
pond_07,28.5,294,9.18,pond_489
pond_07,28.5,294,9.18,pond_490
pond_07,28.5,294,9.18,pond_491
pond_07,28.5,294,9.18,pond_492
pond_07,28.5,294,9.18,pond_493
pond_07,28.5,294,9.18,pond_494
pond_07,27.5,293,9.36,pond_495
pond_07,27.5,293,9.36,pond_496
pond_07,27.5,293,9.36,pond_497
pond_07,27.5,293,9.36,pond_498
pond_07,27.5,293,9.36,pond_499
pond_07,27.5,293,9.36,pond_500
pond_07,27.5,293,9.36,pond_501
pond_07,27.5,293,9.36,pond_502
pond_07,27.5,293,9.36,pond_503
pond_07,27.5,288,9.45,pond_504
pond_07,27.5,288,9.45,pond_505
pond_07,27.5,288,9.45,pond_506
pond_07,27.5,288,9.45,pond_507
pond_07,27.5,288,9.45,pond_508
pond_07,27.5,288,9.45,pond_509
pond_07,27.5,288,9.45,pond_510
pond_07,27.5,288,9.45,pond_511
pond_07,27.5,288,9.45,pond_512
pond_07,27.5,288,9.45,pond_513
pond_07,27.5,295,9.36,pond_514
pond_07,27.5,295,9.36,pond_515
pond_07,27.5,295,9.36,pond_516
pond_07,27.5,295,9.36,pond_517
pond_07,27.5,295,9.36,pond_518
pond_07,26,292,9.36,pond_519
pond_07,26,292,9.36,pond_520
pond_07,26,292,9.36,pond_521
pond_07,26,292,9.36,pond_522
pond_07,26,292,9.36,pond_523
pond_07,26,292,9.36,pond_524
pond_07,26,292,9.36,pond_525
pond_07,26,292,9.36,pond_526
pond_07,27.5,293,9.36,pond_527
pond_07,27.5,293,9.36,pond_528
pond_07,27.5,293,9.36,pond_529
pond_07,27.5,293,9.36,pond_530
pond_07,27.5,293,9.36,pond_531
pond_07,27.5,293,9.36,pond_532
pond_07,27.5,293,9.36,pond_533
pond_07,27.5,293,9.36,pond_534
pond_07,27.5,293,9.36,pond_535
pond_07,27.5,293,9.36,pond_536
pond_07,27.5,293,9.36,pond_537
pond_07,27.5,293,9.36,pond_538
pond_07,26,294,9.36,pond_539
pond_07,26,294,9.36,pond_540
pond_07,26,294,9.36,pond_541
pond_07,26,294,9.36,pond_542
pond_07,26,294,9.36,pond_543
pond_07,26,294,9.36,pond_544
pond_07,26,294,9.36,pond_545
pond_07,26,294,9.36,pond_546
pond_07,26,294,9.36,pond_547
pond_07,26,294,9.36,pond_548
pond_07,26,294,9.36,pond_549
pond_07,26,294,9.36,pond_550
pond_07,26,294,9.36,pond_551
pond_07,26,294,9.36,pond_552
pond_07,26,294,9.36,pond_553
pond_07,26,294,9.36,pond_554
pond_07,26,294,9.36,pond_555
pond_08,31.5,285,9.18,pond_556
pond_08,31.5,285,9.18,pond_557
pond_08,31.5,285,9.18,pond_558
pond_08,31.5,285,9.18,pond_559
pond_08,31.5,285,9.18,pond_560
pond_08,31.5,285,9.18,pond_561
pond_08,31.5,285,9.18,pond_562
pond_08,31.5,285,9.18,pond_563
pond_08,31.5,285,9.18,pond_564
pond_08,31.5,285,9.18,pond_565
pond_08,31.5,285,9.18,pond_566
pond_08,31.5,285,9.18,pond_567
pond_08,31.5,285,9.18,pond_568
pond_08,29,285,9.08,pond_569
pond_08,29,285,9.08,pond_570
pond_08,29,285,9.08,pond_571
pond_08,29,285,9.08,pond_572
pond_08,29,285,9.08,pond_573
pond_08,29,285,9.08,pond_574
pond_08,29,285,9.08,pond_575
pond_08,29,285,9.08,pond_576
pond_08,29,285,9.08,pond_577
pond_08,28.5,286,9.08,pond_578
pond_08,28.5,286,9.08,pond_579
pond_08,28.5,286,9.08,pond_580
pond_08,28.5,286,9.08,pond_581
pond_08,28.5,286,9.08,pond_582
pond_08,28.5,286,9.08,pond_583
pond_08,28.5,286,9.08,pond_584
pond_08,28.5,286,9.08,pond_585
pond_08,28.5,286,9.08,pond_586
pond_08,28.5,286,9.08,pond_587
pond_08,28.5,286,9.08,pond_588
pond_08,28.5,286,9.08,pond_589
pond_08,28.5,286,9.08,pond_590
pond_08,28.5,286,9.08,pond_591
pond_08,28.5,286,9.08,pond_592
pond_08,28.5,286,9.08,pond_593
pond_08,27.5,288,9.08,pond_594
pond_08,27.5,288,9.08,pond_595
pond_08,27.5,288,9.08,pond_596
pond_08,27.5,288,9.08,pond_597
pond_08,27.5,288,9.08,pond_598
pond_08,27.5,288,9.08,pond_599
pond_08,27.5,288,9.08,pond_600
pond_08,27.5,288,9.08,pond_601
pond_08,27.5,288,9.08,pond_602
pond_08,27.5,288,9.08,pond_603
pond_08,27.5,288,9.08,pond_604
pond_08,27.5,288,9.08,pond_605
pond_08,27.5,288,9.08,pond_606
pond_08,27.5,288,9.08,pond_607
pond_08,27.5,288,9.08,pond_608
pond_08,27.5,288,9.08,pond_609
pond_08,27.5,288,9.08,pond_610
pond_08,27.5,288,9.08,pond_611
pond_08,27.5,288,9.08,pond_612
pond_08,27.5,288,9.08,pond_613
pond_08,27.5,288,9.08,pond_614
pond_08,27.5,288,9.08,pond_615
pond_08,27.5,288,9.08,pond_616
pond_08,27.5,288,9.08,pond_617
pond_08,27.5,288,9.08,pond_618
pond_08,28.5,287,9.08,pond_619
pond_08,28.5,287,9.08,pond_620
pond_08,28.5,287,9.08,pond_621
pond_08,28.5,287,9.08,pond_622
pond_08,28.5,287,9.08,pond_623
pond_08,28.5,287,9.08,pond_624
pond_08,28.5,287,9.08,pond_625
pond_08,28.5,287,9.08,pond_626
pond_08,28.5,287,9.08,pond_627
pond_08,28.5,287,9.08,pond_628
pond_08,28.5,287,9.08,pond_629
pond_08,28.5,287,9.08,pond_630
pond_08,28.5,287,9.08,pond_631
pond_08,28.5,287,9.08,pond_632
pond_08,28.5,287,9.08,pond_633
pond_08,28.5,287,9.08,pond_634
pond_08,28.5,287,9.08,pond_635
pond_08,28.5,287,9.08,pond_636
pond_08,28.5,287,9.08,pond_637
pond_08,28.5,287,9.08,pond_638
pond_08,28.5,287,9.08,pond_639
pond_08,28.5,287,9.08,pond_640
pond_08,28.5,287,9.08,pond_641
pond_08,28.5,287,9.08,pond_642
pond_08,28.5,287,9.08,pond_643
pond_08,28.5,287,9.08,pond_644
pond_08,28.5,287,9.08,pond_645
pond_08,28.5,287,9.08,pond_646
pond_08,28.5,287,9.08,pond_647
pond_08,28.5,287,9.08,pond_648
pond_08,28.5,287,9.08,pond_649
pond_08,28.5,287,9.08,pond_650
pond_08,28.5,287,9.08,pond_651
pond_08,28.5,287,9.08,pond_652
pond_08,28.5,287,9.08,pond_653
pond_08,28.5,287,9.08,pond_654
pond_08,28.5,287,9.08,pond_655
pond_08,28.5,287,9.08,pond_656
pond_08,28.5,287,9.08,pond_657
pond_08,28.5,287,9.08,pond_658
pond_08,28.5,287,9.08,pond_659
pond_08,28.5,287,9.08,pond_660
pond_08,28.5,287,9.08,pond_661
pond_08,28.5,287,9.08,pond_662
pond_08,28.5,287,9.08,pond_663
pond_08,26.6,286,9.18,pond_664
pond_08,26.6,286,9.18,pond_665
pond_08,26.6,286,9.18,pond_666
pond_08,26.6,286,9.18,pond_667
pond_08,26.6,286,9.18,pond_668
pond_08,26.6,286,9.18,pond_669
pond_08,26.6,286,9.18,pond_670
pond_08,26.6,286,9.18,pond_671
pond_08,26.6,286,9.18,pond_672
pond_08,26.6,286,9.18,pond_673
pond_08,26.6,286,9.18,pond_674
pond_08,26.6,286,9.18,pond_675
pond_08,26.6,286,9.18,pond_676
pond_08,26.6,286,9.18,pond_677
pond_08,26.6,286,9.18,pond_678
pond_08,26.6,286,9.18,pond_679
pond_08,26.6,286,9.18,pond_680
pond_08,26.6,286,9.18,pond_681
pond_08,26.6,286,9.18,pond_682
pond_08,26.6,286,9.18,pond_683
pond_08,26.6,286,9.18,pond_684
pond_08,26.6,286,9.18,pond_685
pond_08,26.6,286,9.18,pond_686
pond_08,26.6,286,9.18,pond_687
pond_08,26.6,286,9.18,pond_688
pond_08,26.6,286,9.18,pond_689
pond_08,26.6,286,9.18,pond_690
pond_08,26.6,286,9.18,pond_691
pond_08,26.6,286,9.18,pond_692
pond_08,26.6,286,9.18,pond_693
pond_08,26.6,286,9.18,pond_694
pond_08,26.6,286,9.18,pond_695
pond_08,26.6,286,9.18,pond_696
pond_08,26.6,286,9.18,pond_697
pond_08,26.6,286,9.18,pond_698
pond_09,31,283,9.36,pond_699
pond_09,31,283,9.36,pond_700
pond_09,31,283,9.36,pond_701
pond_09,31,283,9.36,pond_702
pond_09,31,283,9.36,pond_703
pond_09,31,283,9.36,pond_704
pond_09,31,283,9.36,pond_705
pond_09,31,283,9.36,pond_706
pond_09,31,283,9.36,pond_707
pond_09,31,283,9.36,pond_708
pond_09,31,283,9.36,pond_709
pond_09,31,283,9.36,pond_710
pond_09,29,294,9.18,pond_711
pond_09,29,294,9.18,pond_712
pond_09,29,294,9.18,pond_713
pond_09,29,294,9.18,pond_714
pond_09,29,294,9.18,pond_715
pond_09,29,294,9.18,pond_716
pond_09,29,294,9.18,pond_717
pond_09,29,294,9.18,pond_718
pond_09,29,294,9.18,pond_719
pond_09,29,294,9.18,pond_720
pond_09,29,294,9.18,pond_721
pond_09,29,294,9.18,pond_722
